,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
14,2016-09-18,1.36,3632.29,40.75,14.88,0.0,3576.66,3533.33,43.33,0.0,organic,2016,MiamiFtLauderdale
15,2016-09-11,1.36,3994.86,52.56,25.63,0.0,3916.67,3893.34,23.33,0.0,organic,2016,MiamiFtLauderdale
16,2016-09-04,1.36,6149.19,59.27,49.92,0.0,6040.0,5986.67,53.33,0.0,organic,2016,MiamiFtLauderdale
17,2016-08-28,1.36,3603.58,37.94,38.97,0.0,3526.67,3496.67,30.0,0.0,organic,2016,MiamiFtLauderdale
18,2016-08-21,1.34,5381.19,38.45,22.74,0.0,5320.0,5260.0,60.0,0.0,organic,2016,MiamiFtLauderdale
19,2016-08-14,1.34,6720.9,4.99,42.58,0.0,6673.33,6613.33,60.0,0.0,organic,2016,MiamiFtLauderdale
20,2016-08-07,1.33,3513.86,13.23,3.97,0.0,3496.66,3433.33,63.33,0.0,organic,2016,MiamiFtLauderdale
21,2016-07-31,1.22,4361.66,2.63,22.36,0.0,4336.67,4260.0,76.67,0.0,organic,2016,MiamiFtLauderdale
22,2016-07-24,1.19,6019.75,1.31,11.77,0.0,6006.67,5980.0,26.67,0.0,organic,2016,MiamiFtLauderdale
23,2016-07-17,1.33,4714.49,495.47,39.01,0.0,4180.01,4153.34,26.67,0.0,organic,2016,MiamiFtLauderdale
24,2016-07-10,1.49,4918.83,1223.55,28.48,0.0,3666.8,3616.8,50.0,0.0,organic,2016,MiamiFtLauderdale
25,2016-07-03,1.24,6525.8,1109.37,55.4,0.0,5361.03,5321.03,40.0,0.0,organic,2016,MiamiFtLauderdale
26,2016-06-26,1.39,4836.08,1526.49,62.92,0.0,3246.67,3226.67,20.0,0.0,organic,2016,MiamiFtLauderdale
27,2016-06-19,1.29,5180.22,977.06,48.63,0.0,4154.53,4144.53,10.0,0.0,organic,2016,MiamiFtLauderdale
28,2016-06-12,1.3,4524.0,948.33,25.68,0.0,3549.99,3536.66,13.33,0.0,organic,2016,MiamiFtLauderdale
29,2016-06-05,1.29,4859.13,952.74,6.39,0.0,3900.0,3880.0,20.0,0.0,organic,2016,MiamiFtLauderdale
30,2016-05-29,1.27,5931.42,851.52,16.57,0.0,5063.33,5043.33,20.0,0.0,organic,2016,MiamiFtLauderdale
31,2016-05-22,1.4,5366.43,843.16,33.27,0.0,4490.0,4486.67,3.33,0.0,organic,2016,MiamiFtLauderdale
32,2016-05-15,1.42,6346.82,757.35,34.54,0.0,5554.93,5548.26,6.67,0.0,organic,2016,MiamiFtLauderdale
33,2016-05-08,1.48,4317.01,932.93,14.08,0.0,3370.0,3363.33,6.67,0.0,organic,2016,MiamiFtLauderdale
34,2016-05-01,1.43,4107.48,667.74,6.41,0.0,3433.33,3430.0,3.33,0.0,organic,2016,MiamiFtLauderdale
35,2016-04-24,1.39,6498.57,1393.96,52.58,0.0,5052.03,5048.7,3.33,0.0,organic,2016,MiamiFtLauderdale
36,2016-04-17,1.57,2548.55,1072.9,11.55,0.0,1464.1,1464.1,0.0,0.0,organic,2016,MiamiFtLauderdale
37,2016-04-10,1.33,4177.97,1229.11,6.42,0.0,2942.44,2939.11,3.33,0.0,organic,2016,MiamiFtLauderdale
38,2016-04-03,1.32,4136.14,1191.05,18.01,0.0,2927.08,2923.75,3.33,0.0,organic,2016,MiamiFtLauderdale
39,2016-03-27,1.33,3982.06,1196.76,7.73,0.0,2777.57,2777.57,0.0,0.0,organic,2016,MiamiFtLauderdale
40,2016-03-20,1.33,3445.84,1044.24,11.6,0.0,2390.0,2390.0,0.0,0.0,organic,2016,MiamiFtLauderdale
41,2016-03-13,1.3,3678.06,935.58,9.03,0.0,2733.45,2726.78,6.67,0.0,organic,2016,MiamiFtLauderdale
42,2016-03-06,1.49,2403.4,980.58,7.75,0.0,1415.07,1401.74,13.33,0.0,organic,2016,MiamiFtLauderdale
43,2016-02-28,1.51,2199.14,845.57,11.64,0.0,1341.93,1305.26,36.67,0.0,organic,2016,MiamiFtLauderdale
44,2016-02-21,1.4,2774.54,726.48,2.58,0.0,2045.48,2042.15,3.33,0.0,organic,2016,MiamiFtLauderdale
45,2016-02-14,1.45,3336.03,1074.21,5.16,0.0,2256.66,2253.33,3.33,0.0,organic,2016,MiamiFtLauderdale
46,2016-02-07,1.44,3152.51,950.9,11.61,0.0,2190.0,2186.67,3.33,0.0,organic,2016,MiamiFtLauderdale
47,2016-01-31,1.54,1844.79,804.36,0.0,0.0,1040.43,1040.43,0.0,0.0,organic,2016,MiamiFtLauderdale
48,2016-01-24,1.42,3020.48,843.92,9.03,0.0,2167.53,2167.53,0.0,0.0,organic,2016,MiamiFtLauderdale
49,2016-01-17,1.49,2528.26,903.01,6.46,0.0,1618.79,1613.05,5.74,0.0,organic,2016,MiamiFtLauderdale
50,2016-01-10,1.52,4664.6,2068.15,32.27,0.0,2564.18,1341.37,1222.81,0.0,organic,2016,MiamiFtLauderdale
51,2016-01-03,1.24,15211.54,7202.5,76.06,0.0,7932.98,4887.58,3045.4,0.0,organic,2016,MiamiFtLauderdale
0,2016-12-25,1.68,72923.61,2716.25,30275.52,1628.46,38303.38,35684.99,2618.39,0.0,organic,2016,Midsouth
1,2016-12-18,1.46,77030.91,2684.3,29491.7,1695.12,43159.79,28795.8,14363.99,0.0,organic,2016,Midsouth
2,2016-12-11,1.46,86740.86,2260.62,30602.77,1559.35,52318.12,30817.33,21500.79,0.0,organic,2016,Midsouth
3,2016-12-04,1.59,83334.43,2355.76,31758.1,1320.46,47900.11,25168.71,22731.4,0.0,organic,2016,Midsouth
4,2016-11-27,1.7,86492.45,2136.81,31954.82,1694.84,50705.98,30998.32,19707.66,0.0,organic,2016,Midsouth
5,2016-11-20,1.46,113766.24,2098.8,35783.89,2138.95,73744.6,37946.97,35797.63,0.0,organic,2016,Midsouth
6,2016-11-13,1.53,106921.43,2504.28,37374.61,2201.69,64840.85,31432.23,33408.62,0.0,organic,2016,Midsouth
7,2016-11-06,1.48,134399.76,2602.81,46417.2,2433.05,82946.7,41924.85,41021.85,0.0,organic,2016,Midsouth
8,2016-10-30,1.78,97718.73,2087.74,57325.02,3894.51,34411.46,29295.75,5115.71,0.0,organic,2016,Midsouth
9,2016-10-23,1.37,125288.5,1801.17,52241.33,3232.49,68013.51,29612.36,38401.15,0.0,organic,2016,Midsouth
10,2016-10-16,1.49,111504.63,2607.62,47017.46,3100.01,58779.54,34376.07,24403.47,0.0,organic,2016,Midsouth
11,2016-10-09,1.34,136026.05,2819.48,50603.79,3177.77,79425.01,38449.53,40975.48,0.0,organic,2016,Midsouth
12,2016-10-02,1.86,89438.27,2371.95,47496.95,2342.29,37227.08,33589.15,3637.93,0.0,organic,2016,Midsouth
13,2016-09-25,1.74,107211.26,2302.63,47284.79,2195.54,55428.3,41196.46,14231.84,0.0,organic,2016,Midsouth
14,2016-09-18,1.74,108615.07,2300.06,45951.61,2199.06,58164.34,46367.63,11796.71,0.0,organic,2016,Midsouth
15,2016-09-11,1.5,140233.78,2524.78,45647.58,2429.03,89632.39,55646.68,33985.71,0.0,organic,2016,Midsouth
16,2016-09-04,1.52,139031.27,2643.48,52375.95,2926.09,81085.75,45683.66,35402.09,0.0,organic,2016,Midsouth
17,2016-08-28,1.51,121291.96,3600.52,49796.26,2525.75,65369.43,36632.95,28736.48,0.0,organic,2016,Midsouth
18,2016-08-21,1.65,122874.61,5502.21,51927.71,3270.04,62174.65,46959.29,15215.36,0.0,organic,2016,Midsouth
19,2016-08-14,1.62,112079.18,5109.11,54891.79,3514.77,48563.51,32201.94,16361.57,0.0,organic,2016,Midsouth
20,2016-08-07,1.49,134739.2,3361.9,61854.47,5109.87,64412.96,33686.14,30726.82,0.0,organic,2016,Midsouth
21,2016-07-31,1.56,113650.17,4140.74,54282.79,4197.48,51029.16,32863.37,18165.79,0.0,organic,2016,Midsouth
22,2016-07-24,1.75,103128.79,3832.04,54656.68,5019.61,39620.46,32405.39,7215.07,0.0,organic,2016,Midsouth
23,2016-07-17,1.59,118719.38,3707.88,49191.43,4810.24,61009.83,36568.73,24441.1,0.0,organic,2016,Midsouth
24,2016-07-10,1.6,105955.43,3422.52,52485.19,3438.89,46608.83,28960.77,17648.06,0.0,organic,2016,Midsouth
25,2016-07-03,1.52,106192.85,3151.7,49420.99,3476.87,50143.29,27090.98,23052.31,0.0,organic,2016,Midsouth
26,2016-06-26,1.51,106015.19,4531.56,46700.52,3113.92,51669.19,29798.55,21870.64,0.0,organic,2016,Midsouth
27,2016-06-19,1.36,112443.19,3446.9,49675.69,2822.9,56497.7,26422.55,30075.15,0.0,organic,2016,Midsouth
28,2016-06-12,1.46,112023.04,3277.1,51346.96,2683.28,54715.7,31064.03,23651.67,0.0,organic,2016,Midsouth
29,2016-06-05,1.37,121790.25,2930.32,48335.37,2415.53,68109.03,38824.18,29284.85,0.0,organic,2016,Midsouth
30,2016-05-29,1.46,110144.07,3480.08,49135.01,2383.67,55145.31,34549.61,20595.7,0.0,organic,2016,Midsouth
31,2016-05-22,1.37,109558.94,3602.18,44760.46,1981.25,59215.05,35153.47,24061.58,0.0,organic,2016,Midsouth
32,2016-05-15,1.48,96681.58,3216.13,48296.01,2055.04,43114.4,28449.43,14664.97,0.0,organic,2016,Midsouth
33,2016-05-08,1.39,103093.15,4623.07,50399.91,2604.83,45465.34,25178.32,20287.02,0.0,organic,2016,Midsouth
34,2016-05-01,1.55,97128.22,3562.55,47499.55,2559.25,43506.87,33707.03,9799.84,0.0,organic,2016,Midsouth
35,2016-04-24,1.5,104046.63,3821.26,49622.46,2134.91,48468.0,36585.43,11882.57,0.0,organic,2016,Midsouth
36,2016-04-17,1.22,126949.67,5761.44,64793.81,2005.02,54389.4,28323.2,26066.2,0.0,organic,2016,Midsouth
37,2016-04-10,1.18,143035.65,3698.97,67804.99,2131.31,69400.38,45422.41,23977.97,0.0,organic,2016,Midsouth
38,2016-04-03,1.58,81780.18,3501.88,43194.1,2339.96,32744.24,22985.45,9758.79,0.0,organic,2016,Midsouth
39,2016-03-27,1.4,86908.34,3794.33,38012.06,2132.07,42969.88,24397.42,18572.46,0.0,organic,2016,Midsouth
40,2016-03-20,1.37,81394.4,4674.16,36286.99,1909.17,38524.08,21286.24,17237.84,0.0,organic,2016,Midsouth
41,2016-03-13,1.4,91287.93,3388.4,46780.43,2001.92,39117.18,21173.39,17943.79,0.0,organic,2016,Midsouth
42,2016-03-06,1.44,82249.97,3310.73,48133.42,2104.76,28701.06,11159.01,17542.05,0.0,organic,2016,Midsouth
43,2016-02-28,1.58,60098.19,2835.2,36495.81,1921.79,18845.39,11789.84,7055.55,0.0,organic,2016,Midsouth
44,2016-02-21,1.57,59602.55,3095.81,35011.1,2035.98,19459.66,11889.39,7570.27,0.0,organic,2016,Midsouth
45,2016-02-14,1.52,66026.03,2939.06,32755.22,1927.84,28403.91,16485.43,11918.48,0.0,organic,2016,Midsouth
46,2016-02-07,1.52,70234.9,2936.84,33647.52,2422.38,31228.16,14107.98,17120.18,0.0,organic,2016,Midsouth
47,2016-01-31,1.47,71803.09,3066.15,32965.47,2377.52,33393.95,11815.33,21578.62,0.0,organic,2016,Midsouth
48,2016-01-24,1.54,72219.0,2773.18,31751.72,2076.27,35617.83,18577.2,17040.63,0.0,organic,2016,Midsouth
49,2016-01-17,1.59,57822.5,2953.94,32174.82,2107.95,20585.79,10016.96,10568.83,0.0,organic,2016,Midsouth
50,2016-01-10,1.46,76440.12,2702.76,34243.57,2813.96,36679.83,12285.03,24394.8,0.0,organic,2016,Midsouth
51,2016-01-03,1.54,64689.53,3536.36,30191.49,2855.33,28106.35,12080.23,16026.12,0.0,organic,2016,Midsouth
0,2016-12-25,1.5,3223.64,173.43,2567.94,0.0,482.27,31.11,451.16,0.0,organic,2016,Nashville
1,2016-12-18,1.05,4534.36,209.22,2077.44,0.0,2247.7,27.22,2220.48,0.0,organic,2016,Nashville
2,2016-12-11,1.02,5039.91,224.05,2060.34,0.0,2755.52,73.89,2681.63,0.0,organic,2016,Nashville
3,2016-12-04,0.83,8502.78,242.52,2547.81,0.0,5712.45,77.78,5634.67,0.0,organic,2016,Nashville
4,2016-11-27,1.44,5824.66,259.17,2894.42,0.0,2671.07,198.34,2472.73,0.0,organic,2016,Nashville
5,2016-11-20,0.8,14848.98,244.84,3494.58,0.0,11109.56,1253.89,9855.67,0.0,organic,2016,Nashville
6,2016-11-13,0.98,11863.79,349.22,3637.6,0.0,7876.97,767.22,7109.75,0.0,organic,2016,Nashville
7,2016-11-06,0.88,14545.51,391.89,5050.9,0.0,9102.72,35.55,9067.17,0.0,organic,2016,Nashville
8,2016-10-30,1.68,6293.04,294.8,5438.31,0.0,559.93,38.89,521.04,0.0,organic,2016,Nashville
9,2016-10-23,0.82,13219.08,282.64,3978.36,0.0,8958.08,58.33,8899.75,0.0,organic,2016,Nashville
10,2016-10-16,1.05,8007.21,386.64,3596.89,0.0,4023.68,58.37,3965.31,0.0,organic,2016,Nashville
11,2016-10-09,0.68,16638.93,494.24,3792.05,0.0,12352.64,108.98,12243.66,0.0,organic,2016,Nashville
12,2016-10-02,1.74,4636.33,546.56,3826.74,0.0,263.03,31.11,231.92,0.0,organic,2016,Nashville
13,2016-09-25,1.72,4411.99,501.43,3532.36,0.0,378.2,33.89,344.31,0.0,organic,2016,Nashville
14,2016-09-18,1.5,6309.42,477.36,3478.97,0.0,2353.09,1242.78,1110.31,0.0,organic,2016,Nashville
15,2016-09-11,0.93,14786.96,553.66,3278.67,0.0,10954.63,2812.11,8142.52,0.0,organic,2016,Nashville
16,2016-09-04,0.93,16110.05,534.7,4442.83,0.0,11132.52,2177.78,8954.74,0.0,organic,2016,Nashville
17,2016-08-28,1.3,9481.1,474.37,4139.64,0.0,4867.09,2013.33,2853.76,0.0,organic,2016,Nashville
18,2016-08-21,1.48,9322.85,643.33,4627.09,0.0,4052.43,2242.22,1810.21,0.0,organic,2016,Nashville
19,2016-08-14,1.48,9978.31,899.71,4522.42,0.0,4556.18,2277.22,2278.96,0.0,organic,2016,Nashville
20,2016-08-07,1.19,13685.61,777.34,5234.61,0.0,7673.66,1804.44,5869.22,0.0,organic,2016,Nashville
21,2016-07-31,1.11,12337.37,1053.15,4460.9,0.0,6823.32,881.97,5941.35,0.0,organic,2016,Nashville
22,2016-07-24,1.77,7162.2,958.62,4955.19,0.0,1248.39,51.96,1196.43,0.0,organic,2016,Nashville
23,2016-07-17,1.2,11534.1,891.11,4624.57,0.0,6018.42,350.09,5668.33,0.0,organic,2016,Nashville
24,2016-07-10,1.35,10013.26,728.76,5646.02,0.0,3638.48,137.63,3500.85,0.0,organic,2016,Nashville
25,2016-07-03,0.89,15605.42,615.59,5239.37,0.0,9750.46,431.4,9319.06,0.0,organic,2016,Nashville
26,2016-06-26,1.18,9785.03,698.25,4749.78,0.0,4337.0,82.22,4254.78,0.0,organic,2016,Nashville
27,2016-06-19,0.86,14368.37,729.63,4863.8,0.0,8774.94,648.89,8126.05,0.0,organic,2016,Nashville
28,2016-06-12,1.31,11428.18,832.28,5730.39,0.0,4865.51,2030.0,2835.51,0.0,organic,2016,Nashville
29,2016-06-05,1.08,13135.08,740.89,4637.83,0.0,7756.36,2111.61,5644.75,0.0,organic,2016,Nashville
30,2016-05-29,1.16,11609.26,845.21,5055.04,0.0,5709.01,1665.11,4043.9,0.0,organic,2016,Nashville
31,2016-05-22,1.16,11734.73,1043.67,4484.55,0.0,6206.51,1970.0,4236.51,0.0,organic,2016,Nashville
32,2016-05-15,1.26,14199.98,734.0,5261.02,0.0,8204.96,2141.29,6063.67,0.0,organic,2016,Nashville
33,2016-05-08,0.94,16049.96,812.45,4914.71,0.0,10322.8,1743.56,8579.24,0.0,organic,2016,Nashville
34,2016-05-01,1.45,8547.72,715.39,4309.09,0.0,3523.24,1476.65,2046.59,0.0,organic,2016,Nashville
35,2016-04-24,1.18,11773.05,895.92,4774.86,0.0,6102.27,1964.58,4137.69,0.0,organic,2016,Nashville
36,2016-04-17,0.86,28242.04,912.8,14896.94,0.0,12432.3,1533.45,10898.85,0.0,organic,2016,Nashville
37,2016-04-10,0.85,30449.23,873.84,16913.74,0.0,12661.65,3908.02,8753.63,0.0,organic,2016,Nashville
38,2016-04-03,1.59,6681.85,1157.97,4117.09,0.0,1406.79,303.33,1103.46,0.0,organic,2016,Nashville
39,2016-03-27,1.46,7913.84,795.99,4082.73,0.0,3035.12,1350.0,1685.12,0.0,organic,2016,Nashville
40,2016-03-20,1.53,6926.91,821.77,3668.29,0.0,2436.85,1823.33,613.52,0.0,organic,2016,Nashville
41,2016-03-13,1.32,12819.92,705.97,7430.23,0.0,4683.72,2220.0,2463.72,0.0,organic,2016,Nashville
42,2016-03-06,1.32,11949.2,840.04,7515.12,0.0,3594.04,1416.67,2177.37,0.0,organic,2016,Nashville
43,2016-02-28,1.53,5288.17,645.58,3099.19,0.0,1543.4,1530.0,13.4,0.0,organic,2016,Nashville
44,2016-02-21,1.49,4856.96,753.3,2433.22,0.0,1670.44,1363.33,307.11,0.0,organic,2016,Nashville
45,2016-02-14,1.42,5590.9,593.08,2791.92,0.0,2205.9,1606.67,599.23,0.0,organic,2016,Nashville
46,2016-02-07,1.4,5805.78,579.26,2809.35,0.0,2417.17,1650.0,767.17,0.0,organic,2016,Nashville
47,2016-01-31,1.39,5767.66,750.04,2879.87,0.0,2137.75,973.33,1164.42,0.0,organic,2016,Nashville
48,2016-01-24,1.37,6554.54,572.06,3389.83,0.0,2592.65,1536.67,1055.98,0.0,organic,2016,Nashville
49,2016-01-17,1.51,5750.49,699.54,3333.92,0.0,1717.03,1190.0,527.03,0.0,organic,2016,Nashville
50,2016-01-10,1.53,4746.74,684.01,2558.51,0.0,1504.22,594.98,909.24,0.0,organic,2016,Nashville
51,2016-01-03,1.42,5741.19,939.13,2479.3,0.0,2322.76,1508.21,814.55,0.0,organic,2016,Nashville
0,2016-12-25,1.41,3918.94,82.22,23.47,0.0,3813.25,3050.41,762.84,0.0,organic,2016,NewOrleansMobile
1,2016-12-18,1.43,2560.46,77.12,0.0,0.0,2483.34,1755.41,727.93,0.0,organic,2016,NewOrleansMobile
2,2016-12-11,1.51,2516.58,104.97,5.83,0.0,2405.78,1660.41,745.37,0.0,organic,2016,NewOrleansMobile
3,2016-12-04,1.55,2945.91,102.91,5.82,0.0,2837.18,2061.25,775.93,0.0,organic,2016,NewOrleansMobile
4,2016-11-27,1.48,2425.61,104.69,0.0,0.0,2320.92,1277.5,1043.42,0.0,organic,2016,NewOrleansMobile
5,2016-11-20,1.55,3713.49,73.61,0.0,0.0,3639.88,2620.83,1019.05,0.0,organic,2016,NewOrleansMobile
6,2016-11-13,1.51,5038.15,99.79,0.0,0.0,4938.36,3940.83,997.53,0.0,organic,2016,NewOrleansMobile
7,2016-11-06,1.66,3968.96,118.44,11.64,0.0,3838.88,2595.42,1243.46,0.0,organic,2016,NewOrleansMobile
8,2016-10-30,1.59,3649.01,166.24,0.0,0.0,3482.77,2030.42,1452.35,0.0,organic,2016,NewOrleansMobile
9,2016-10-23,1.51,2300.83,32.05,0.0,0.0,2268.78,1339.17,929.61,0.0,organic,2016,NewOrleansMobile
10,2016-10-16,1.68,2886.0,302.83,17.47,0.0,2565.7,2056.67,509.03,0.0,organic,2016,NewOrleansMobile
11,2016-10-09,1.91,994.05,311.56,2.91,0.0,679.58,659.58,20.0,0.0,organic,2016,NewOrleansMobile
12,2016-10-02,1.72,1263.25,144.78,0.0,0.0,1118.47,1071.8,46.67,0.0,organic,2016,NewOrleansMobile
13,2016-09-25,1.5,3382.35,147.67,0.0,0.0,3234.68,2107.71,1126.97,0.0,organic,2016,NewOrleansMobile
14,2016-09-18,1.4,3088.88,191.13,0.0,0.0,2897.75,1481.31,1416.44,0.0,organic,2016,NewOrleansMobile
15,2016-09-11,1.42,3703.61,169.04,26.08,0.0,3508.49,3481.82,26.67,0.0,organic,2016,NewOrleansMobile
16,2016-09-04,1.52,4206.78,257.09,23.18,0.0,3926.51,3883.18,43.33,0.0,organic,2016,NewOrleansMobile
17,2016-08-28,1.49,3743.27,184.5,0.0,0.0,3558.77,3515.44,43.33,0.0,organic,2016,NewOrleansMobile
18,2016-08-21,1.56,3603.85,394.77,5.73,0.0,3203.35,3140.02,63.33,0.0,organic,2016,NewOrleansMobile
19,2016-08-14,1.55,5197.45,610.77,0.0,0.0,4586.68,4436.68,150.0,0.0,organic,2016,NewOrleansMobile
20,2016-08-07,1.55,4968.45,682.45,0.0,0.0,4286.0,4159.33,126.67,0.0,organic,2016,NewOrleansMobile
21,2016-07-31,1.41,5187.23,553.48,5.7,0.0,4628.05,4514.72,113.33,0.0,organic,2016,NewOrleansMobile
22,2016-07-24,1.41,4106.49,588.36,0.0,0.0,3518.13,3458.13,60.0,0.0,organic,2016,NewOrleansMobile
23,2016-07-17,1.34,5190.83,686.39,0.0,0.0,4504.44,4437.77,66.67,0.0,organic,2016,NewOrleansMobile
24,2016-07-10,1.3,4258.8,554.26,0.0,0.0,3704.54,3677.87,26.67,0.0,organic,2016,NewOrleansMobile
25,2016-07-03,1.18,3290.05,421.33,11.44,0.0,2857.28,2830.61,26.67,0.0,organic,2016,NewOrleansMobile
26,2016-06-26,1.3,4842.27,700.43,0.0,0.0,4141.84,4118.51,23.33,0.0,organic,2016,NewOrleansMobile
27,2016-06-19,1.25,4623.06,507.64,5.73,0.0,4109.69,4093.02,16.67,0.0,organic,2016,NewOrleansMobile
28,2016-06-12,1.73,1325.91,882.85,0.0,0.0,443.06,423.06,20.0,0.0,organic,2016,NewOrleansMobile
29,2016-06-05,1.68,1388.5,737.02,0.0,0.0,651.48,641.48,10.0,0.0,organic,2016,NewOrleansMobile
30,2016-05-29,1.8,1035.0,693.0,0.0,0.0,342.0,338.67,3.33,0.0,organic,2016,NewOrleansMobile
31,2016-05-22,1.58,1581.74,564.95,5.8,0.0,1010.99,1007.66,3.33,0.0,organic,2016,NewOrleansMobile
32,2016-05-15,1.44,3075.57,442.01,0.0,0.0,2633.56,2616.89,16.67,0.0,organic,2016,NewOrleansMobile
33,2016-05-08,1.47,4828.24,950.41,14.58,0.0,3863.25,3856.58,6.67,0.0,organic,2016,NewOrleansMobile
34,2016-05-01,1.44,5262.04,824.56,29.24,0.0,4408.24,4391.57,16.67,0.0,organic,2016,NewOrleansMobile
35,2016-04-24,1.44,4462.14,662.35,20.6,0.0,3779.19,3772.52,6.67,0.0,organic,2016,NewOrleansMobile
36,2016-04-17,1.45,3885.61,655.5,8.88,0.0,3221.23,3221.23,0.0,0.0,organic,2016,NewOrleansMobile
37,2016-04-10,1.27,4008.89,622.48,20.85,0.0,3365.56,3365.56,0.0,0.0,organic,2016,NewOrleansMobile
38,2016-04-03,1.31,3140.08,633.59,5.99,0.0,2500.5,2500.5,0.0,0.0,organic,2016,NewOrleansMobile
39,2016-03-27,1.26,3468.78,516.41,9.02,0.0,2943.35,2943.35,0.0,0.0,organic,2016,NewOrleansMobile
40,2016-03-20,1.26,3553.39,648.58,3.02,0.0,2901.79,2901.79,0.0,0.0,organic,2016,NewOrleansMobile
41,2016-03-13,1.27,4261.47,617.29,24.21,0.0,3619.97,3619.97,0.0,0.0,organic,2016,NewOrleansMobile
42,2016-03-06,1.37,2612.54,493.68,6.06,0.0,2112.8,2112.8,0.0,0.0,organic,2016,NewOrleansMobile
43,2016-02-28,1.44,2807.6,580.02,3.03,0.0,2224.55,2224.55,0.0,0.0,organic,2016,NewOrleansMobile
44,2016-02-21,1.54,2500.35,636.08,0.0,0.0,1864.27,1864.27,0.0,0.0,organic,2016,NewOrleansMobile
45,2016-02-14,1.46,3416.04,549.33,0.0,0.0,2866.71,2863.38,3.33,0.0,organic,2016,NewOrleansMobile
46,2016-02-07,1.41,2672.99,305.99,0.0,0.0,2367.0,2367.0,0.0,0.0,organic,2016,NewOrleansMobile
47,2016-01-31,1.43,3211.24,623.49,18.16,0.0,2569.59,2569.59,0.0,0.0,organic,2016,NewOrleansMobile
48,2016-01-24,1.34,3903.11,502.84,0.0,0.0,3400.27,3400.27,0.0,0.0,organic,2016,NewOrleansMobile
49,2016-01-17,1.48,3180.64,679.91,8.99,0.0,2491.74,2491.74,0.0,0.0,organic,2016,NewOrleansMobile
50,2016-01-10,1.52,2774.1,407.39,5.95,0.0,2360.76,2360.76,0.0,0.0,organic,2016,NewOrleansMobile
51,2016-01-03,1.52,2906.1,755.24,2.95,0.0,2147.91,2147.91,0.0,0.0,organic,2016,NewOrleansMobile
0,2016-12-25,2.17,37438.54,5592.11,15901.97,772.3,15172.16,14698.51,473.65,0.0,organic,2016,NewYork
1,2016-12-18,1.99,51329.63,11645.06,22852.9,190.58,16641.09,16086.71,554.38,0.0,organic,2016,NewYork
2,2016-12-11,2.22,32658.97,4690.69,13912.48,529.46,13526.34,13521.37,4.97,0.0,organic,2016,NewYork
3,2016-12-04,2.04,45383.62,9061.96,24011.42,482.15,11828.09,11823.1,4.99,0.0,organic,2016,NewYork
4,2016-11-27,2.38,29117.76,4165.67,14257.49,238.38,10456.22,10376.02,80.2,0.0,organic,2016,NewYork
5,2016-11-20,2.04,48364.4,8938.23,28672.82,195.41,10557.94,10325.31,232.63,0.0,organic,2016,NewYork
6,2016-11-13,2.65,28406.0,3701.02,19604.7,96.86,5003.42,4922.27,81.15,0.0,organic,2016,NewYork
7,2016-11-06,2.46,25247.34,3242.75,19599.49,138.68,2266.42,2220.62,45.8,0.0,organic,2016,NewYork
8,2016-10-30,2.25,25450.53,5223.58,18866.35,57.57,1303.03,777.54,525.49,0.0,organic,2016,NewYork
9,2016-10-23,2.1,8442.79,1932.33,4815.3,33.45,1661.71,1661.71,0.0,0.0,organic,2016,NewYork
10,2016-10-16,2.33,17837.78,3985.49,11359.44,88.68,2404.17,1942.38,461.79,0.0,organic,2016,NewYork
11,2016-10-09,2.3,26463.29,4174.98,11904.61,791.44,9592.26,9213.05,379.21,0.0,organic,2016,NewYork
12,2016-10-02,2.41,35543.08,3506.59,11530.82,1515.94,18989.73,18656.77,332.96,0.0,organic,2016,NewYork
13,2016-09-25,2.34,31716.46,3786.22,10296.42,600.95,17032.87,16887.13,145.74,0.0,organic,2016,NewYork
14,2016-09-18,2.36,45701.82,4207.74,13327.73,1497.47,26668.88,26583.76,85.12,0.0,organic,2016,NewYork
15,2016-09-11,2.06,70119.57,9238.71,31314.62,492.41,29073.83,28384.19,689.64,0.0,organic,2016,NewYork
16,2016-09-04,2.15,45204.38,5169.75,18565.29,545.15,20924.19,20924.19,0.0,0.0,organic,2016,NewYork
17,2016-08-28,2.32,19375.8,3097.46,12760.69,1275.9,2241.75,2179.4,62.35,0.0,organic,2016,NewYork
18,2016-08-21,2.16,30583.43,5398.13,16529.22,1352.08,7304.0,6945.73,358.27,0.0,organic,2016,NewYork
19,2016-08-14,2.27,25308.77,5199.06,15226.51,1468.34,3414.86,3059.85,355.01,0.0,organic,2016,NewYork
20,2016-08-07,2.37,27155.2,4520.35,16430.44,1881.12,4323.29,4249.64,73.65,0.0,organic,2016,NewYork
21,2016-07-31,2.41,24047.65,3526.76,14455.51,1723.03,4342.35,4337.46,4.89,0.0,organic,2016,NewYork
22,2016-07-24,2.32,29300.63,3376.77,15393.58,2405.74,8124.54,7608.87,515.67,0.0,organic,2016,NewYork
23,2016-07-17,2.4,55607.08,4034.86,16488.14,2929.81,32154.27,31257.04,897.23,0.0,organic,2016,NewYork
24,2016-07-10,2.33,50300.29,4834.52,19429.86,2346.9,23689.01,23056.33,632.68,0.0,organic,2016,NewYork
25,2016-07-03,2.28,46314.26,4225.62,20280.75,1935.42,19872.47,19365.45,507.02,0.0,organic,2016,NewYork
